subjID,wave,date,ph1,sm1_1,sm1_5,sm1_9,ax1_1,ax1_2,ax1_3,ax1_4,ax1_5,ax1_6,ax1_7,ax1_8,ax1_9,ax1_10,bf1,bf2,bf3_1,bf3_3,bf3_4,bf3_5,bf3_6,bf4,bf5,pm2,pm3,pm3a,pm4,pm5,pm7,pm7b,pm10_1,pm10_2,pm10_3,pm10_5,pm10_6,sex,age_gp,edu,wtageSG1
1368,2,20090514,3,2,2,1,2,2,2,2,2,2,1,1,1,1,4,3,1,1,1,1,1,5,3,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,6,0.615307382
1369,2,20090514,1,2,2,2,3,4,3,3,3,2,2,2,1,1,5,2,1,2,1,1,2,1,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,5,0.815391267
1370,2,20090514,4,2,2,2,1,2,1,1,2,2,1,1,1,1,5,4,1,2,1,1,2,4,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1371,2,20090514,1,2,2,2,4,4,4,4,4,1,1,1,1,1,4,2,1,2,2,2,2,2,2,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1372,2,20090514,2,2,2,2,3,3,3,3,3,1,1,1,1,1,NA,3,1,1,1,NA,1,5,2,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,2,1.145390091
1373,2,20090514,2,2,2,2,3,3,3,3,3,1,1,1,1,1,3,4,1,2,1,1,1,4,3,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1374,2,20090514,1,2,2,2,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,5,1,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1375,2,20090514,5,2,2,2,1,1,2,2,2,3,2,2,2,1,4,3,1,2,1,1,2,5,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,3,0.530091275
1376,2,20090514,2,2,1,2,3,3,3,3,3,1,1,1,1,1,3,3,1,1,1,1,2,5,2,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,2,7,1.893620237
1377,2,20090514,3,2,2,2,3,3,2,3,4,1,1,1,1,1,4,4,1,1,1,2,2,1,5,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,7,0.989393158
1378,2,20090514,4,2,1,1,2,1,2,1,2,2,2,2,2,1,5,5,1,1,1,1,2,4,1,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1379,2,20090514,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,5,1,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1380,2,20090514,2,2,2,2,2,2,4,3,2,1,1,4,1,1,3,2,NA,NA,NA,2,NA,4,2,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,4,4,0.615307382
1381,2,20090514,3,2,2,2,1,2,2,1,2,2,2,3,3,2,4,5,1,2,2,2,2,7,2,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,6,0.815391267
1382,2,20090514,4,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,4,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,4,0.615307382
1383,2,20090514,1,2,1,2,3,1,3,3,4,1,1,1,1,1,NA,NA,1,1,1,1,2,4,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,3,1.036509887
1384,2,20090514,3,2,2,2,3,3,3,3,3,1,1,1,1,1,3,1,1,1,1,1,2,4,3,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,7,1.036509887
1385,2,20090514,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,4,1,2,1,1,2,5,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,2,5,1.893620237
1386,2,20090514,2,2,1,2,2,2,3,4,3,1,1,1,1,1,3,3,1,1,1,1,1,1,2,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,6,NA,1.209834419
1387,2,20090514,3,2,2,2,2,2,3,3,2,1,2,1,1,1,3,3,1,1,1,NA,2,4,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,6,0.909224234
1388,2,20090514,1,2,2,2,2,3,3,3,3,1,1,1,1,1,3,2,1,1,1,1,2,4,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,7,0.909224234
1389,2,20090514,1,2,2,2,4,2,3,3,2,1,2,1,1,1,4,4,1,2,1,1,2,3,2,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1390,2,20090514,2,2,2,2,3,3,3,2,3,1,1,1,1,1,4,4,1,1,1,1,1,6,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1391,2,20090514,2,2,2,2,3,3,4,3,3,1,1,2,1,1,2,NA,1,1,1,1,2,5,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,7,2.332921953
1392,2,20090514,3,2,2,2,3,3,1,2,1,2,1,1,1,1,4,3,1,1,1,1,2,5,4,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1393,2,20090514,3,2,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,2,1,1,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,6,3,1.145390091
1394,2,20090514,4,2,2,2,3,2,2,1,1,2,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,5,1.036509887
1395,2,20090514,4,2,2,1,1,2,2,2,2,1,2,1,1,1,3,3,2,1,1,1,2,4,4,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,5,0.909224234
1396,2,20090514,1,2,2,2,3,3,3,3,3,1,1,1,1,1,2,2,1,1,1,1,NA,4,2,5,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,5,1.542858443
1397,2,20090514,1,2,2,2,4,4,4,4,4,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,4,1.209834419
1398,2,20090514,2,2,1,2,3,3,2,2,3,2,2,2,2,2,4,2,1,1,1,1,1,6,3,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,5,1,1.036509887
1399,2,20090514,2,2,2,2,3,4,3,3,3,1,1,1,1,1,3,3,1,1,1,1,2,5,2,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1400,2,20090514,2,2,2,2,NA,3,3,4,2,1,NA,1,1,1,3,1,1,1,1,1,1,5,2,2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,2,1.145390091
1401,2,20090514,4,2,1,2,2,2,1,2,4,2,2,2,2,2,3,3,1,1,1,1,2,1,2,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,2,1.036509887
1402,2,20090514,4,2,2,2,3,3,2,4,3,1,1,1,1,1,4,4,1,1,1,1,2,5,2,5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,1,1.145390091
1403,2,20090514,2,2,2,2,3,3,3,4,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,3,0.530091275
1404,2,20090514,1,2,2,2,3,3,3,3,3,1,1,1,1,1,4,4,1,1,1,1,2,5,1,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,5,1.542858443
1405,2,20090514,4,2,1,2,2,1,2,1,1,1,2,1,1,1,NA,3,1,1,1,1,1,3,3,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,6,2,1.145390091
1406,2,20090514,4,2,2,2,3,3,3,3,3,1,1,1,2,1,4,4,1,1,1,NA,1,5,2,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,6,2,1.145390091
1407,2,20090514,3,2,2,2,4,2,3,2,3,1,1,1,1,1,3,3,1,1,1,1,2,5,2,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,7,0.989393158
1408,2,20090514,4,2,1,2,NA,NA,3,2,1,1,1,1,1,1,1,2,2,2,NA,2,NA,1,5,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,6,1,1.145390091
1409,2,20090514,1,2,2,2,2,2,4,4,2,1,1,1,1,1,4,4,1,2,2,1,2,4,1,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1410,2,20090514,1,2,2,1,3,2,4,3,2,1,1,1,1,1,4,3,1,2,1,1,NA,4,1,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,4,0.615307382
1411,2,20090514,4,2,2,2,2,1,1,1,3,1,1,1,1,1,5,3,1,1,1,2,2,5,2,4,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,3,1.145390091
1412,2,20090514,4,2,1,1,4,3,2,2,2,2,1,1,2,1,3,2,1,1,1,1,2,5,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,7,0.530091275
1413,2,20090514,4,2,2,2,3,2,3,3,3,1,1,2,1,1,3,3,1,1,1,1,NA,5,2,5,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,6,7,1.209834419
1414,2,20090514,2,2,2,2,4,3,3,3,3,1,1,1,1,1,2,3,1,1,1,1,2,4,1,2,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,2,7,1.893620237
1415,2,20090514,1,2,2,2,4,4,4,4,4,1,1,1,1,1,2,2,1,NA,2,1,2,5,1,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,6,0.989393158
1416,2,20090514,2,2,2,2,1,3,3,3,3,1,2,1,1,1,3,NA,1,1,2,NA,1,5,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,2,1.209834419
1417,2,20090514,4,2,2,2,3,3,3,3,2,1,1,1,2,1,1,1,1,2,2,1,2,4,2,2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1418,2,20090514,2,2,2,2,2,3,2,1,3,1,1,1,2,1,1,1,1,2,1,1,2,3,3,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,6,0.909224234
1419,2,20090514,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,6,2,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,5,1.542858443
1420,2,20090514,3,2,2,2,2,2,2,1,2,2,1,1,2,1,4,2,1,1,1,1,2,3,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,4,1.209834419
1421,2,20090514,2,2,2,2,3,3,3,3,4,1,1,1,1,1,3,3,1,1,1,1,1,3,2,5,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1422,2,20090514,1,2,2,2,3,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,6,0.909224234
1423,2,20090514,5,2,1,1,2,2,2,2,1,1,2,1,1,1,3,1,1,1,2,2,1,5,4,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,5,4,0.530091275
1424,2,20090514,4,2,2,2,2,2,2,3,2,1,1,1,1,1,NA,4,1,1,NA,NA,NA,5,1,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,7,1.209834419
1425,2,20090514,2,2,2,2,3,1,4,4,3,1,1,1,1,1,4,4,1,1,1,2,2,4,1,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,3,1.209834419
1426,2,20090514,2,2,1,1,3,3,3,4,3,1,1,1,1,1,5,3,1,2,1,2,2,5,3,2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1427,2,20090514,5,1,2,1,3,3,3,3,3,2,1,1,1,1,3,2,1,1,1,1,2,5,2,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1428,2,20090514,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,1,1,1,2,2,2,5,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,5,4,0.530091275
1429,2,20090514,4,2,2,2,2,1,1,1,1,3,4,2,2,2,3,3,1,2,2,1,1,6,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,1,0.530091275
1430,2,20090514,4,2,1,2,2,2,2,2,2,2,1,1,2,1,5,4,1,1,1,1,NA,4,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1431,2,20090514,1,2,2,2,2,4,2,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1432,2,20090514,3,2,2,2,2,2,2,2,2,1,1,1,2,1,3,3,1,1,1,2,2,7,4,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,6,0.990729396
1433,2,20090514,2,2,2,2,1,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,NA,4,2,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1434,2,20090514,4,2,1,2,4,4,4,4,4,1,1,1,1,1,3,3,2,2,1,NA,NA,4,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,4,1.209834419
1435,2,20090514,3,2,2,2,2,3,2,2,3,1,1,1,2,1,1,4,1,2,2,1,2,4,3,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,6,0.909224234
1436,2,20090514,1,2,2,2,1,1,2,2,1,2,1,1,2,1,3,4,1,1,1,1,2,5,3,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1437,2,20090514,2,2,2,2,4,4,4,4,4,1,1,1,1,1,4,4,1,1,2,2,2,5,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1438,2,20090514,2,2,2,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1439,2,20090514,1,2,2,2,2,2,2,1,1,1,1,1,1,1,5,3,1,2,1,2,1,5,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1440,2,20090514,3,2,2,2,2,2,2,3,2,1,1,1,1,1,5,4,1,1,1,1,2,5,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1441,2,20090514,2,2,2,2,4,4,2,4,4,1,1,1,1,1,5,4,1,1,1,1,2,6,3,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,7,0.909224234
1442,2,20090514,4,2,1,2,2,2,2,2,2,1,2,1,1,1,3,3,1,1,NA,1,2,5,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,3,0.530091275
1443,2,20090514,3,2,2,2,2,2,4,2,2,2,2,1,2,2,2,1,1,2,1,1,2,5,3,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,6,0.909224234
1444,2,20090514,4,2,2,2,3,3,3,3,3,1,1,1,1,1,1,5,1,1,1,1,2,4,3,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1445,2,20090514,3,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,5,3,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,3,0.615307382
1446,2,20090514,2,2,2,2,4,3,4,4,4,1,1,2,1,1,2,2,1,2,2,2,2,4,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,7,0.909224234
1447,2,20090514,4,2,2,2,3,3,3,2,2,2,2,2,1,2,4,4,1,1,NA,1,2,5,2,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,7,1.145390091
1448,2,20090514,1,2,2,2,3,3,4,4,3,1,1,1,1,1,4,4,1,2,1,1,2,3,3,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,4,0.989393158
1449,2,20090514,3,2,2,2,3,3,3,1,3,1,1,1,1,1,NA,3,1,1,1,2,NA,4,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,5,7,0.530091275
1450,2,20090514,2,2,2,2,2,2,3,2,2,2,1,1,1,1,4,3,1,1,1,1,2,4,3,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,5,0.530091275
1451,2,20090514,4,2,1,2,3,2,3,2,2,1,1,1,3,1,4,3,1,2,1,2,2,4,2,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,6,0.815391267
1452,2,20090514,1,2,2,2,1,1,4,3,3,1,1,1,1,1,3,1,1,2,2,2,2,5,1,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,7,0.615307382
1453,2,20090514,3,2,2,2,1,1,3,1,1,1,1,1,1,1,NA,NA,1,1,1,2,2,5,1,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1454,2,20090514,2,2,2,2,2,3,2,3,3,1,1,1,2,1,5,3,1,2,2,2,2,3,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,5,2.332921953
1455,2,20090514,4,2,1,2,3,4,3,3,3,1,1,1,3,1,4,5,1,1,1,1,2,5,2,4,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1456,2,20090514,3,2,1,2,3,3,3,2,3,1,1,1,1,1,4,1,1,2,1,1,2,5,3,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1457,2,20090514,2,2,2,2,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,2,4,2,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1458,2,20090514,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,1,1,2,1,1,3,2,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,6,1.036509887
1459,2,20090514,2,2,2,2,3,3,3,3,3,2,1,1,2,1,3,3,1,1,1,1,2,5,1,1,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1460,2,20090514,2,2,2,2,4,3,2,2,2,1,1,1,1,1,1,4,1,2,2,2,2,1,3,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,4,0.530091275
1461,2,20090514,4,2,1,1,2,NA,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,4,2.332921953
1462,2,20090514,1,2,2,2,4,3,4,4,4,1,1,1,1,1,2,3,1,2,1,1,2,3,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,6,0.909224234
1463,2,20090514,1,2,2,2,4,4,4,4,4,1,1,1,1,1,2,4,1,2,1,1,2,4,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,7,0.990729396
1464,2,20090514,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,3,1,1,2,2,2,5,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,6,0.815391267
1465,2,20090514,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,4,1,2,2,NA,2,4,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,7,0.909224234
1466,2,20090514,1,2,2,2,4,2,4,4,3,1,1,1,1,1,3,2,2,2,2,2,2,3,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1467,2,20090514,2,2,2,2,2,2,3,2,3,1,2,1,1,1,5,4,1,2,1,1,2,5,2,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1468,2,20090514,1,2,2,2,4,3,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,3,0.989393158
1469,2,20090514,1,2,2,2,2,2,4,4,4,1,1,1,1,1,3,3,1,1,1,1,2,4,2,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,5,0.815391267
1470,2,20090514,2,2,1,2,4,3,3,4,3,1,1,1,1,1,2,2,1,1,2,1,2,5,2,2,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1471,2,20090514,3,2,2,1,4,4,4,4,4,1,1,2,1,1,3,2,1,1,1,1,2,5,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1472,2,20090514,4,2,1,2,4,4,4,3,3,1,1,1,1,1,3,4,1,1,1,1,2,4,2,3,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,7,0.615307382
1473,2,20090514,3,2,2,2,3,2,3,3,2,1,1,1,1,1,2,2,1,1,1,1,2,5,3,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1474,2,20090514,2,2,2,1,3,4,3,3,4,1,1,1,1,1,2,2,1,1,2,1,2,7,1,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1475,2,20090514,2,2,2,2,2,4,4,4,4,1,1,1,1,1,NA,3,1,1,1,1,2,4,2,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1476,2,20090514,4,2,2,1,2,3,2,2,2,2,2,3,2,2,5,4,1,1,1,1,2,6,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1477,2,20090514,3,2,2,2,4,4,4,2,3,1,1,1,1,1,5,5,1,1,1,1,2,5,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,4,0.989393158
1478,2,20090514,3,2,2,2,3,2,2,3,2,1,1,1,1,1,2,2,1,2,2,1,NA,4,3,2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1479,2,20090514,2,2,2,2,2,3,3,2,3,1,1,2,1,1,4,4,1,1,2,1,2,4,2,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,2,5,1.893620237
1480,2,20090514,4,2,2,2,2,2,3,2,2,1,2,1,1,1,4,1,1,1,1,1,1,1,2,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,6,3,1.209834419
1481,2,20090514,2,2,2,2,3,4,4,4,4,1,1,1,1,1,2,2,1,1,1,1,2,4,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,7,0.989393158
1482,2,20090514,4,2,2,2,4,4,4,4,3,1,1,1,1,1,1,1,1,2,2,1,2,7,5,5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,3,1.145390091
1483,2,20090514,3,2,2,2,2,3,2,2,2,1,1,1,1,1,4,4,1,1,1,1,1,3,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,7,0.990729396
1484,2,20090514,2,2,2,2,3,3,3,3,3,1,1,1,1,1,3,1,1,1,NA,1,2,5,3,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,7,1.542858443
1485,2,20090514,4,2,2,2,1,2,1,1,1,4,2,4,4,4,4,1,1,1,1,1,1,6,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,4,0.615307382
1486,2,20090514,2,2,1,2,3,3,2,3,3,1,1,1,1,1,2,2,1,1,1,1,2,4,2,2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,7,0.815391267
1487,2,20090514,2,2,2,2,3,3,1,3,3,2,2,1,1,3,3,2,1,2,1,1,1,5,2,2,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,3,0.615307382
1488,2,20090514,4,2,2,2,4,2,3,4,2,1,1,1,2,1,2,3,1,1,1,1,2,5,3,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,6,0.815391267
1489,2,20090514,4,2,1,2,2,2,2,1,2,1,1,1,1,1,3,3,1,2,2,2,2,4,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,6,1.209834419
1490,2,20090514,4,2,1,2,1,2,2,2,2,1,1,1,1,1,NA,4,1,1,1,1,2,2,2,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,6,4,1.145390091
1491,2,20090514,1,2,2,2,4,4,4,4,2,1,1,1,2,1,4,4,1,1,2,NA,2,5,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,5,0.989393158
1492,2,20090514,2,2,2,2,3,3,3,3,3,1,1,1,1,1,2,3,1,1,1,2,1,6,2,5,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,5,1.036509887
1493,2,20090514,4,1,2,2,3,2,4,3,2,1,1,1,1,1,NA,4,NA,NA,NA,NA,NA,4,NA,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,6,1,1.145390091
1494,2,20090514,4,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,NA,1,1,NA,4,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,4,1.542858443
1495,2,20090514,3,2,2,2,3,3,3,3,3,1,1,1,1,1,2,3,1,1,1,2,2,5,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,3,0.615307382
1496,2,20090514,3,2,2,2,2,1,2,3,2,1,1,1,1,1,3,2,1,1,1,1,2,7,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6,7,1.209834419
1497,2,20090514,3,2,2,2,2,2,1,2,2,1,1,1,1,1,3,2,1,2,2,1,2,5,1,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,5,0.615307382
1498,2,20090514,2,2,2,2,3,3,3,4,4,1,1,1,1,1,4,3,1,2,2,1,2,4,2,5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,5,0.990729396
1499,2,20090514,2,2,2,2,2,2,1,4,2,1,1,1,2,3,4,3,1,1,1,1,1,6,4,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,7,1.893620237
1500,2,20090514,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,1,1,1,1,2,4,1,5,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,4,0.530091275
1501,2,20090514,3,2,2,2,4,2,2,4,2,1,1,1,1,1,1,2,1,2,2,1,2,4,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,4,0.815391267
1502,2,20090514,4,2,2,2,3,2,2,4,2,1,1,1,1,1,3,3,1,NA,NA,1,2,6,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,4,0.530091275
1503,2,20090514,2,2,2,2,2,2,3,3,2,1,1,1,1,1,4,3,1,1,1,1,2,5,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,6,4,1.209834419
1504,2,20090514,1,2,2,2,3,3,3,3,3,1,1,1,1,1,5,4,1,2,2,1,2,4,1,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,7,0.990729396
