subjID,wave,date,ph1,sm1_1,sm1_5,sm1_9,ax1_1,ax1_2,ax1_3,ax1_4,ax1_5,ax1_6,ax1_7,ax1_8,ax1_9,ax1_10,bf1,bf2,bf3_1,bf3_3,bf3_4,bf3_5,bf3_6,bf4,bf5,pm2,pm3,pm3a,pm4,pm5,pm7,pm7b,pm10_1,pm10_2,pm10_3,pm10_5,pm10_6,sex,age_gp,edu,wtageSG1
5477,6,20090717,1,2,2,2,2,2,3,3,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,7,0.853841249
5478,6,20090717,1,2,2,2,4,4,4,4,4,2,1,1,2,1,4,4,NA,NA,NA,NA,NA,1,2,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,2,6,7,0.927877097
5479,6,20090717,4,2,2,2,2,2,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,6,4,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,NA,0.617188507
5480,6,20090717,2,2,2,2,4,3,3,3,4,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,2,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,2,7,1.789685458
5481,6,20090719,2,2,2,2,3,3,3,3,3,2,2,1,1,1,3,2,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,4,3,NA,3,3,3,NA,NA,2,6,1,0.927877097
5482,6,20090717,3,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,1,3,7,1.82864658
5483,6,20090717,2,2,2,2,2,3,3,2,2,2,2,1,1,1,5,4,NA,NA,NA,NA,NA,5,2,NA,5,NA,NA,4,4,NA,1,3,1,NA,NA,2,3,7,1.033489914
5484,6,20090718,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,2,7,1.463962273
5485,6,20090717,2,2,2,2,2,3,3,1,3,2,2,1,2,1,4,5,NA,NA,NA,NA,NA,7,1,NA,4,NA,NA,4,2,NA,3,3,3,NA,NA,2,3,6,1.033489914
5486,6,20090719,2,2,2,2,4,2,4,2,3,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,1,6,0.734406157
5487,6,20090717,3,2,1,2,3,3,4,2,3,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,7,2,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,5,0.83256323
5488,6,20090717,4,2,2,2,3,3,3,4,3,1,1,1,2,1,5,4,NA,NA,NA,NA,NA,4,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,6,0.83256323
5489,6,20090718,3,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,4,NA,3,3,1,NA,NA,1,5,2,0.868380357
5490,6,20090719,3,2,2,1,4,4,4,4,2,2,1,1,2,2,3,3,NA,NA,NA,NA,NA,4,3,NA,2,NA,NA,4,4,NA,3,3,2,NA,NA,1,1,6,0.83256323
5491,6,20090717,3,2,2,2,1,2,3,2,2,2,1,1,2,2,5,NA,NA,NA,NA,NA,NA,5,1,NA,2,NA,NA,3,2,NA,1,1,3,NA,NA,1,6,3,0.692891103
5492,6,20090717,3,2,2,2,3,3,3,3,3,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,5,1,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,6,1.033489914
5493,6,20090718,4,2,2,2,3,2,2,4,4,1,1,3,2,2,7,3,NA,NA,NA,NA,NA,5,2,NA,3,NA,NA,4,2,NA,3,2,3,NA,NA,1,6,4,0.692891103
5494,6,20090718,2,2,2,2,3,2,2,4,2,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,3,1,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,3,1.033489914
5495,6,20090718,4,2,2,2,4,3,4,4,4,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,5,1,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,4,0.617188507
5496,6,20090717,1,2,2,2,4,3,4,4,3,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,1,3,NA,1,NA,NA,1,4,NA,3,3,3,NA,NA,2,5,3,0.617188507
5497,6,20090718,2,2,1,2,4,4,4,4,4,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,1,3,NA,1,NA,NA,4,4,NA,3,3,NA,NA,NA,1,4,5,1.35639214
5498,6,20090717,4,2,1,2,3,4,3,3,3,1,1,1,1,1,5,3,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,3,2,NA,3,3,3,NA,NA,2,5,6,0.617188507
5499,6,20090717,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,4,2,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,4,4,1.35639214
5500,6,20090717,3,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,4,2,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,5,0.83256323
5501,6,20090717,4,2,2,2,2,2,1,2,2,2,1,1,1,2,4,3,NA,NA,NA,NA,NA,1,3,NA,5,NA,NA,4,4,NA,2,3,2,NA,NA,2,6,3,0.927877097
5502,6,20090718,5,1,1,2,1,2,1,1,2,3,3,2,2,1,4,4,NA,NA,NA,NA,NA,5,2,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,7,1.033489914
5503,6,20090718,4,2,2,2,3,3,2,2,2,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,1,1,NA,3,3,3,NA,NA,2,6,4,0.927877097
5504,6,20090717,3,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,1,2,7,1.789685458
5505,6,20090718,3,2,2,2,4,3,3,3,4,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,2,NA,3,3,1,NA,NA,1,6,7,0.692891103
5506,6,20090717,3,2,2,2,4,2,2,2,2,2,1,2,1,1,3,2,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,2,NA,3,3,3,NA,NA,2,4,2,0.853841249
5507,6,20090718,3,2,2,2,2,1,1,2,1,3,1,1,1,1,4,NA,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,4,4,NA,3,3,2,NA,NA,1,4,7,1.35639214
5508,6,20090718,4,2,2,2,4,3,3,2,3,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,7,3,NA,2,NA,NA,4,4,NA,3,2,2,NA,NA,2,5,3,0.617188507
5509,6,20090717,2,2,2,2,4,4,4,4,4,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,4,2,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,1,0.853841249
5510,6,20090718,2,2,2,2,3,3,3,3,3,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,5,0.853841249
5511,6,20090719,3,1,1,1,2,1,2,2,1,2,2,1,1,1,2,4,NA,NA,NA,NA,NA,4,3,NA,1,NA,NA,1,4,NA,2,3,2,NA,NA,1,2,7,1.789685458
5512,6,20090717,4,2,2,2,1,2,2,2,1,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,5,4,NA,1,NA,NA,4,3,NA,3,3,3,NA,NA,2,5,3,0.617188507
5513,6,20090717,2,2,2,2,3,3,3,3,3,2,2,1,1,1,2,3,NA,NA,NA,NA,NA,6,1,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,3,5,1.82864658
5514,6,20090718,4,2,1,2,3,3,3,3,3,1,2,1,1,1,2,4,NA,NA,NA,NA,NA,5,1,NA,1,NA,NA,3,4,NA,3,3,3,NA,NA,1,2,7,1.789685458
5515,6,20090718,4,2,2,2,2,2,1,2,1,1,1,1,1,1,5,4,NA,NA,NA,NA,NA,4,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,1,4,7,1.35639214
5516,6,20090717,3,2,2,2,3,3,3,3,3,2,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,3,NA,NA,4,3,NA,3,3,2,NA,NA,2,6,6,0.927877097
5517,6,20090718,1,2,2,2,2,2,2,3,3,1,2,1,1,1,4,1,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,4,0.853841249
5518,6,20090717,2,2,2,2,4,3,2,3,3,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,4,4,NA,3,3,2,NA,NA,1,4,6,1.35639214
5519,6,20090718,2,2,2,2,3,4,3,2,4,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,2,3,3,NA,NA,1,6,2,0.692891103
5520,6,20090718,1,2,2,2,3,3,3,4,3,1,1,1,1,1,5,3,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,1,4,7,1.35639214
5521,6,20090717,1,2,2,2,1,4,3,4,3,1,1,1,1,1,5,4,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,3,4,NA,3,3,3,NA,NA,1,5,5,0.868380357
5522,6,20090718,3,2,2,2,2,4,4,3,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,7,0.83256323
5523,6,20090719,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,4,NA,3,2,2,NA,NA,2,6,1,0.927877097
5524,6,20090717,2,2,2,2,2,2,2,2,2,2,2,1,2,1,NA,3,NA,NA,NA,NA,NA,3,2,NA,4,NA,NA,4,4,NA,3,3,2,NA,NA,1,4,4,1.35639214
5525,6,20090718,2,2,2,2,3,3,2,4,1,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,4,3,NA,2,3,3,NA,NA,1,4,5,1.35639214
5526,6,20090718,2,2,2,2,2,1,1,1,2,2,2,1,1,2,3,2,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,2,5,1.463962273
5527,6,20090718,1,2,2,2,NA,NA,NA,4,4,2,2,1,1,1,NA,2,NA,NA,NA,NA,NA,1,1,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,2,5,1.789685458
5528,6,20090718,2,2,2,2,3,4,3,3,1,3,1,4,3,1,4,3,NA,NA,NA,NA,NA,2,5,NA,1,NA,NA,4,2,NA,3,3,3,NA,NA,1,4,3,1.35639214
5529,6,20090717,5,2,2,1,2,3,3,1,3,1,1,1,1,1,5,4,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,3,4,NA,3,3,2,NA,NA,2,4,4,0.853841249
5530,6,20090719,3,2,2,2,2,2,2,2,2,1,2,1,1,1,5,3,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,1,6,0.734406157
5531,6,20090718,4,2,2,2,2,2,1,1,2,2,2,1,1,2,4,1,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,1,4,NA,1,3,1,NA,NA,2,4,3,0.853841249
5532,6,20090718,2,2,2,2,4,4,4,4,4,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,3,0.617188507
5533,6,20090717,2,2,2,2,3,3,3,4,3,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,5,NA,NA,4,1,NA,3,3,3,NA,NA,2,NA,5,0.805370674
5534,6,20090718,3,2,1,2,2,2,2,2,2,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,5,6,0.868380357
5535,6,20090717,4,2,2,2,1,4,1,1,3,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,4,2,NA,3,3,3,NA,NA,1,5,5,0.868380357
5536,6,20090717,3,2,2,2,3,3,3,3,3,1,1,1,2,1,3,3,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,6,0.83256323
5537,6,20090719,4,2,1,2,2,2,3,2,2,1,1,1,1,1,5,4,NA,NA,NA,NA,NA,5,2,NA,2,NA,NA,4,4,NA,1,3,1,NA,NA,1,2,7,1.789685458
5538,6,20090717,5,2,2,2,3,3,3,3,3,1,2,1,2,2,3,1,NA,NA,NA,NA,NA,5,1,NA,2,NA,NA,4,2,NA,3,3,3,NA,NA,1,1,6,0.83256323
5539,6,20090717,3,2,2,2,3,2,2,3,3,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,4,4,NA,3,NA,NA,4,4,NA,2,3,2,NA,NA,2,2,6,1.463962273
5540,6,20090717,3,2,2,2,4,2,1,1,2,1,2,1,2,1,4,3,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,4,NA,1,3,2,NA,NA,2,4,3,0.853841249
5541,6,20090717,4,2,1,2,2,2,1,2,2,2,2,1,1,1,5,2,NA,NA,NA,NA,NA,6,4,NA,1,NA,NA,4,4,NA,1,3,3,NA,NA,1,5,6,0.868380357
5542,6,20090718,3,2,1,2,3,2,3,1,2,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,1,NA,3,3,3,NA,NA,1,5,7,0.868380357
5543,6,20090718,1,2,2,2,4,3,4,4,4,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,6,3,0.692891103
5544,6,20090717,2,2,2,2,3,3,3,3,2,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,3,3,NA,3,3,3,NA,NA,1,6,2,0.692891103
5545,6,20090718,4,2,2,2,3,3,3,3,3,1,1,2,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,4,NA,3,2,2,NA,NA,1,5,3,0.868380357
5546,6,20090717,2,2,1,1,2,2,2,4,2,1,1,1,2,1,4,4,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,5,4,0.868380357
5547,6,20090717,3,2,2,2,3,3,3,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,4,1,NA,3,3,3,NA,NA,2,6,2,0.927877097
5548,6,20090717,1,2,2,2,3,3,3,3,3,2,2,1,1,3,3,3,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,2,4,NA,3,3,3,NA,NA,1,4,6,1.35639214
5549,6,20090718,1,2,2,2,3,3,3,4,3,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,5,1.033489914
5550,6,20090717,1,2,2,2,4,3,4,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,4,2,NA,3,3,3,NA,NA,1,6,5,0.692891103
5551,6,20090717,4,2,1,2,3,3,3,3,3,2,2,1,1,2,4,4,NA,NA,NA,NA,NA,5,4,NA,1,NA,NA,4,3,NA,3,3,1,NA,NA,1,6,2,0.692891103
5552,6,20090718,4,2,2,2,3,3,3,3,3,1,1,1,1,1,4,3,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,6,4,0.692891103
5553,6,20090718,3,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,NA,NA,NA,NA,NA,4,2,NA,3,NA,NA,4,4,NA,3,3,2,NA,NA,1,1,7,0.83256323
5554,6,20090717,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,3,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,4,2,NA,3,3,3,NA,NA,1,2,7,1.789685458
5555,6,20090717,4,2,2,2,3,3,2,2,2,1,1,1,1,1,5,4,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,5,0.853841249
5556,6,20090719,2,2,1,2,2,2,3,2,2,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,4,NA,3,3,1,NA,NA,1,5,7,0.868380357
5557,6,20090717,1,2,2,2,3,3,3,3,3,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,4,2,NA,5,NA,NA,4,4,NA,3,3,2,NA,NA,2,3,4,1.033489914
5558,6,20090717,3,2,2,2,1,2,1,2,2,2,2,1,2,2,3,3,NA,NA,NA,NA,NA,2,3,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,5,1.033489914
5559,6,20090718,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,NA,NA,NA,NA,NA,5,1,NA,1,NA,NA,1,1,NA,3,3,1,NA,NA,2,4,4,0.853841249
5560,6,20090718,4,2,2,2,2,2,NA,2,2,1,2,1,2,1,3,NA,NA,NA,NA,NA,NA,4,2,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,5,0.853841249
5561,6,20090717,2,2,1,2,4,3,4,3,3,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,4,4,NA,3,3,2,NA,NA,2,4,4,0.853841249
5562,6,20090719,1,2,2,2,4,3,3,4,3,1,1,1,1,1,3,2,NA,NA,NA,NA,NA,5,2,NA,5,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,5,1.033489914
5563,6,20090718,3,2,2,2,2,2,2,2,2,1,1,1,1,1,4,3,NA,NA,NA,NA,NA,7,2,NA,2,NA,NA,4,4,NA,3,3,3,NA,NA,1,2,5,1.789685458
5564,6,20090717,2,2,2,2,3,2,4,3,3,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,5,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,1,4,4,1.35639214
5565,6,20090719,4,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,7,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,6,1.033489914
5566,6,20090717,1,2,2,2,4,4,4,4,3,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,4,3,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,1,5,0.734406157
5567,6,20090717,4,2,1,2,4,4,2,4,3,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,4,1,NA,3,3,3,NA,NA,1,6,7,0.692891103
5568,6,20090717,4,2,2,2,3,2,3,3,2,2,2,1,1,1,3,3,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,4,NA,1,3,1,NA,NA,2,1,7,0.734406157
5569,6,20090717,4,2,2,2,4,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,NA,NA,4,2,NA,3,2,3,NA,NA,2,4,5,0.853841249
5570,6,20090719,5,2,1,1,2,3,1,3,2,2,2,1,1,2,3,3,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,3,4,NA,3,3,3,NA,NA,1,6,1,0.692891103
5571,6,20090718,3,2,2,2,3,3,3,3,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,7,0.83256323
5572,6,20090718,4,2,2,2,3,3,3,3,3,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,5,0.617188507
5573,6,20090718,2,2,2,2,3,3,3,3,3,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,4,1,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,4,3,1.35639214
5574,6,20090718,3,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,1,3,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,2,4,1.789685458
5575,6,20090718,2,2,2,2,2,2,2,2,2,3,3,2,1,1,3,2,NA,NA,NA,NA,NA,5,1,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,2,2,7,1.463962273
5576,6,20090717,1,2,2,2,3,4,4,3,4,2,2,1,2,2,5,NA,NA,NA,NA,NA,NA,5,2,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,3,0.617188507
5577,6,20090717,3,2,2,2,3,2,2,3,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,4,2,NA,3,3,3,NA,NA,2,3,4,1.033489914
5578,6,20090718,1,2,2,2,4,1,2,3,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,5,NA,NA,4,4,NA,3,3,3,NA,NA,2,4,3,0.853841249
5579,6,20090717,2,2,2,2,3,2,2,3,2,2,1,1,2,2,4,4,NA,NA,NA,NA,NA,5,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,2,1,6,0.734406157
5580,6,20090717,4,2,2,2,4,4,4,4,4,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,4,1,NA,3,3,3,NA,NA,2,5,5,0.617188507
5581,6,20090718,4,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,NA,NA,NA,NA,NA,6,3,NA,5,NA,NA,4,4,NA,3,3,3,NA,NA,1,4,7,1.35639214
5582,6,20090717,1,2,2,2,3,3,3,4,3,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,4,1,NA,5,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,7,0.617188507
5583,6,20090717,3,2,2,2,2,3,2,2,2,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,3,5,1.033489914
5584,6,20090717,4,2,2,2,2,1,2,2,1,1,1,1,1,1,6,3,NA,NA,NA,NA,NA,5,5,NA,2,NA,NA,4,4,NA,3,3,1,NA,NA,1,6,1,0.692891103
5585,6,20090718,3,2,2,1,4,3,3,4,3,1,1,1,1,1,4,3,NA,NA,NA,NA,NA,3,1,NA,5,NA,NA,3,4,NA,3,3,3,NA,NA,2,1,6,0.734406157
5586,6,20090717,1,2,2,2,3,2,4,4,3,1,1,1,1,1,5,3,NA,NA,NA,NA,NA,4,1,NA,2,NA,NA,3,4,NA,3,3,3,NA,NA,2,4,4,0.853841249
5587,6,20090717,3,2,1,2,3,3,3,3,3,1,1,2,2,1,4,4,NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,2,1,6,0.734406157
5588,6,20090718,2,2,2,2,3,1,1,2,1,1,1,1,2,1,3,3,NA,NA,NA,NA,NA,7,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,5,0.83256323
5589,6,20090719,4,2,2,2,3,1,3,3,3,1,1,1,1,1,4,3,NA,NA,NA,NA,NA,3,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,2,1,5,0.734406157
5590,6,20090718,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,4,3,NA,5,NA,NA,3,3,NA,2,3,2,NA,NA,2,5,5,0.617188507
5591,6,20090717,3,2,2,2,2,2,3,3,2,2,1,1,1,1,4,5,NA,NA,NA,NA,NA,5,1,NA,3,NA,NA,4,2,NA,3,3,3,NA,NA,1,1,5,0.83256323
5592,6,20090718,3,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,5,1,NA,1,NA,NA,4,4,NA,3,3,2,NA,NA,2,5,3,0.617188507
5593,6,20090717,2,2,2,2,4,2,4,4,3,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,1,1,NA,5,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,5,0.83256323
5594,6,20090718,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,3,1,NA,3,NA,NA,4,4,NA,3,3,3,NA,NA,2,5,4,0.617188507
5595,6,20090717,4,2,2,2,3,3,2,2,3,2,2,1,1,1,3,3,NA,NA,NA,NA,NA,4,1,NA,5,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,6,0.83256323
5596,6,20090717,3,2,1,2,3,3,3,4,3,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,5,1,NA,4,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,7,0.83256323
5597,6,20090718,4,2,2,2,4,4,4,4,4,1,1,1,1,1,NA,3,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,1,4,NA,3,3,3,NA,NA,2,3,2,1.033489914
5598,6,20090718,3,2,2,2,2,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,4,NA,3,3,1,NA,NA,2,3,6,1.033489914
5599,6,20090718,1,2,2,2,3,3,3,3,3,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,5,2,NA,4,NA,NA,3,3,NA,2,2,2,NA,NA,2,1,5,0.734406157
5600,6,20090718,3,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,4,NA,1,2,3,NA,NA,1,5,7,0.868380357
5601,6,20090718,1,2,2,2,3,3,3,3,2,1,1,1,2,1,4,4,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,2,2,NA,3,3,3,NA,NA,2,3,5,1.033489914
5602,6,20090718,2,2,2,2,4,4,4,4,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,4,4,NA,3,3,3,NA,NA,1,1,6,0.83256323
5603,6,20090718,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,4,4,NA,3,3,3,NA,NA,1,2,5,1.789685458
5604,6,20090717,4,2,2,2,3,3,3,1,3,1,1,2,1,1,5,5,NA,NA,NA,NA,NA,4,5,NA,4,NA,NA,4,4,NA,2,3,3,NA,NA,1,5,3,0.868380357
5605,6,20090718,1,2,2,2,3,1,3,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,2,NA,4,NA,NA,4,4,NA,1,3,2,NA,NA,1,5,5,0.868380357
5606,6,20090718,3,2,2,2,3,3,3,3,3,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,5,2,NA,5,NA,NA,4,3,NA,3,3,3,NA,NA,2,3,6,1.033489914
5607,6,20090717,3,2,2,2,3,3,3,4,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,3,NA,2,NA,NA,3,4,NA,3,3,1,NA,NA,2,6,2,0.927877097
5608,6,20090717,2,2,2,2,3,2,2,3,2,1,1,1,1,1,3,5,NA,NA,NA,NA,NA,5,4,NA,1,NA,NA,4,4,NA,2,3,3,NA,NA,1,5,4,0.868380357
5609,6,20090717,2,2,2,2,3,3,3,3,3,2,2,1,2,2,4,4,NA,NA,NA,NA,NA,5,2,NA,3,NA,NA,4,4,NA,1,1,1,NA,NA,2,2,7,1.463962273
5610,6,20090719,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,5,3,NA,2,NA,NA,2,3,NA,3,3,1,NA,NA,2,2,7,1.463962273
